"Member","Name","Image","Staked (LION)","Voting power"
"terra18vujrcz02t5qcp96d5d33enzldxy7vngmuxhsn","","/placeholders/3.svg","1","0.03604902667627974"
"terra19q738dza6ajflhc4vuqvv0ffjp5hcwyu5f0v6z","","/placeholders/4.svg","1","0.03604902667627974"
"terra19v7t2t2c8dlzyke34jg9xe23kmu8dszzlqwh9d","","/placeholders/2.svg","1","0.03604902667627974"
"terra1a285gnz8ymxfr3cvc32ctf20ccs38hwjnfrkv7","","/placeholders/5.svg","1","0.03604902667627974"
"terra1aul0a0nnssf6zhr4vr4rqlpsjmswk9n494g3q5","","/placeholders/5.svg","1","0.03604902667627974"
"terra1ce7mdxujdc78w4y8a5tg3duhnwwcr8zp3fgvly","","/placeholders/4.svg","1","0.03604902667627974"
"terra1cqc8y05s2xemytmgu309g9rrgrj6q6jjrm8ax5","","/placeholders/1.svg","1","0.03604902667627974"
"terra1dzyq59pa06al3dph3vax096m2ctpg67nlyk9xx","lunac","/placeholders/4.svg","1","0.03604902667627974"
"terra1ernp5mue7y4dwmsrtpvuyjht5sdht9vy6gl9nu","Sca","/placeholders/2.svg","1","0.03604902667627974"
"terra1g4jv82mtcx5qpyyr2waxdqgteaccw2tcx057le","","/placeholders/5.svg","1","0.03604902667627974"
"terra1gedunjdcgnmz5uu8mdc0x0y8jlsajfmfrt9q6n","","/placeholders/3.svg","1","0.03604902667627974"
"terra1hars4fft85z23dhltn8lpzwdns9l9zdnj0fvr0","","/placeholders/2.svg","1","0.03604902667627974"
"terra1jjp20kkeh45fspyqe2nr3tlr3pm2y9wmlaepwk","","/placeholders/5.svg","1","0.03604902667627974"
"terra1k0ghcqcc8scl3f4qt8529aeh95dr9y0m7ykh6r","","/placeholders/1.svg","1","0.03604902667627974"
"terra1k7382eg3sz2r52ajqw8xfcxxlu2uls5ypu3v3v","DrugsOnINJ","/placeholders/4.svg","1","0.03604902667627974"
"terra1m7u9ac00f2ea76xasxlm8m4gktxrvpa72jwd30","","/placeholders/1.svg","1","0.03604902667627974"
"terra1mujx82t28as537835qm22a0s0zszmafm2l8y9r","","/placeholders/1.svg","1","0.03604902667627974"
"terra1mwrjk6lrxzugpf3z6knghz9knf8suryfea0hfs","moon","https://i.stargaze-apis.com/1TerAil5s89s58AaOEfWEU4lGaeHKhUEn0x9RLf_DUc/resize:fit:512:::/dpr:2/plain/ipfs://bafybeidb5xca56zffusdwetfu3g5jvammbpwiyrnek3fjsitwym2dgnfse/4057.jpg","1","0.03604902667627974"
"terra1n28qcuxlm0t94dlky2zny0g7w8vrrklgef7229","defi_kubera","/placeholders/1.svg","1","0.03604902667627974"
"terra1nkzmg7dlkhdqyecr5jn63l4xyqjhccz5cm28cn","","/placeholders/3.svg","1","0.03604902667627974"
"terra1nuzsnr2jmthuwchjr2vzmj3hjnhz5ud7t4jprv","","/placeholders/2.svg","1","0.03604902667627974"
"terra1p3x7fcpjqhenwu8x3q0lxpfhlecd8rs0yepn5k","ManTera","/placeholders/3.svg","1","0.03604902667627974"
"terra1p6763cacd9xxznfy9ynn3wf6mdp6hgrkhkw5gx","nobe","/placeholders/3.svg","1","0.03604902667627974"
"terra1qty5rwrhn032zntfzmsr3z3lf6vazhz9wvjvkd","","/placeholders/3.svg","1","0.03604902667627974"
"terra1rhyandcqnyngmak5sazj00fca3tzkrcxm4d4yc","","/placeholders/2.svg","1","0.03604902667627974"
"terra1rz039rdm5yf0s62phmpmhjcmhm5v3gf6cc5j9e","","/placeholders/5.svg","1","0.03604902667627974"
"terra1s3c8p4my6vd6wptpms305mscahdea7mukju4ac","","/placeholders/4.svg","1","0.03604902667627974"
"terra1s63ejqq6u3xf5vunmdzndeunny6tfa3tzca56k","","/placeholders/1.svg","1","0.03604902667627974"
"terra1srf8k6p443w4eref98fwvw7trdqwxlysuujuzn","","/placeholders/4.svg","1","0.03604902667627974"
"terra1tdzwcnwv03age8x35secn6xn0wsh2e84njrpu8","","/placeholders/2.svg","1","0.03604902667627974"
"terra1ujhc3qc0q2ej0mrjlgypdk46gsw2xr8glv3g9q","","/placeholders/1.svg","1","0.03604902667627974"
"terra1uwxj5gpjqc86845w3v4tk7escgvzwsj3r708u7","","/placeholders/3.svg","1","0.03604902667627974"
"terra1wdw603l3k0pchdkn8g3q28kcw3qnrfhwcd845p","rektpedro.terra","https://i.stargaze-apis.com/0ZJGnJ98qXsdg6BCbcvDCdUSy5L1FIZRV_0aU1GPpq4/resize:fit:512:::/dpr:2/plain/ipfs://QmeR2zrH6kwKhXMZhTD5gsHMk13oJoSfsCv7GCiP9YRjXk/2348.png","1","0.03604902667627974"
"terra1wm2pq548f9cv8wzkgmz8r948w9e4a2lfk7vvyx","","/placeholders/3.svg","1","0.03604902667627974"
"terra1wr2hu78045eh779ulecjlmskd5lhjcqhwlufn9","","/placeholders/5.svg","1","0.03604902667627974"
"terra1xaujrunqtuxhpvr0hc8ky7tmg4cjm8sg4as6w5","Alphahyperion","ipfs://QmWX2Q7c7KpEeov7wyGsqoHvQMYznVx5Yqgpnd3Htztvnv","1","0.03604902667627974"
"terra1xe268q0etpyye6ehcnmwcwttxwfvnmvgwf9psv","","/placeholders/2.svg","1","0.03604902667627974"
"terra1y8ekqq4tsvkl69pjd3qe7as3j4rrrqja43ne3p","offbyone","/placeholders/4.svg","1","0.03604902667627974"
"terra1ydu9s5aa86w2p22d9y6r2way2tga5rja69p4cr","Alderaan","/placeholders/1.svg","1","0.03604902667627974"
"terra1yeup0dncz3mta0zsu0g4vag4xzcsmwdvnenjkt","","/placeholders/3.svg","1","0.03604902667627974"
"terra1zzzh8fmjllwn4xwrrft6es9dnrlv9axaklf0yy","","/placeholders/4.svg","1","0.03604902667627974"
